Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
30-10-2025;00:00:00;31-10-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;781,996;kVArh;Gevalideerd;
30-10-2025;00:00:00;31-10-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;83,050;kVArh;Gevalideerd;
30-10-2025;00:00:00;31-10-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2274,525;kVArh;Gevalideerd;
31-10-2025;00:00:00;01-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2691,425;kWh;Gevalideerd;
31-10-2025;00:00:00;01-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;242,825;kWh;Gevalideerd;
31-10-2025;00:00:00;01-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;673,392;kVArh;Gevalideerd;
31-10-2025;00:00:00;01-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;125,400;kVArh;Gevalideerd;
31-10-2025;00:00:00;01-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1908,225;kVArh;Gevalideerd;
01-11-2025;00:00:00;02-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
01-11-2025;00:00:00;02-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;543,950;kWh;Gevalideerd;
01-11-2025;00:00:00;02-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,538;kVArh;Gevalideerd;
01-11-2025;00:00:00;02-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;199,925;kVArh;Gevalideerd;
01-11-2025;00:00:00;02-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1,925;kVArh;Gevalideerd;
02-11-2025;00:00:00;03-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
02-11-2025;00:00:00;03-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;590,700;kWh;Gevalideerd;
02-11-2025;00:00:00;03-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,238;kVArh;Gevalideerd;
02-11-2025;00:00:00;03-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;165,000;kVArh;Gevalideerd;
02-11-2025;00:00:00;03-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,275;kVArh;Gevalideerd;
03-11-2025;00:00:00;04-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2803,075;kWh;Gevalideerd;
03-11-2025;00:00:00;04-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;557,975;kWh;Gevalideerd;
03-11-2025;00:00:00;04-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;746,524;kVArh;Gevalideerd;
03-11-2025;00:00:00;04-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;131,175;kVArh;Gevalideerd;
03-11-2025;00:00:00;04-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2189,275;kVArh;Gevalideerd;
04-11-2025;00:00:00;05-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2757,150;kWh;Gevalideerd;
04-11-2025;00:00:00;05-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;619,850;kWh;Gevalideerd;
04-11-2025;00:00:00;05-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;768,166;kVArh;Gevalideerd;
04-11-2025;00:00:00;05-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;130,900;kVArh;Gevalideerd;
04-11-2025;00:00:00;05-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2228,600;kVArh;Gevalideerd;
05-11-2025;00:00:00;06-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2702,975;kWh;Gevalideerd;
05-11-2025;00:00:00;06-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;557,425;kWh;Gevalideerd;
05-11-2025;00:00:00;06-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;782,240;kVArh;Gevalideerd;
05-11-2025;00:00:00;06-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;139,975;kVArh;Gevalideerd;
05-11-2025;00:00:00;06-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2207,700;kVArh;Gevalideerd;
06-11-2025;00:00:00;07-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2678,500;kWh;Gevalideerd;
06-11-2025;00:00:00;07-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;583,825;kWh;Gevalideerd;
06-11-2025;00:00:00;07-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;787,205;kVArh;Gevalideerd;
06-11-2025;00:00:00;07-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;140,800;kVArh;Gevalideerd;
06-11-2025;00:00:00;07-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2206,600;kVArh;Gevalideerd;
07-11-2025;00:00:00;08-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2623,500;kWh;Gevalideerd;
07-11-2025;00:00:00;08-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;568,425;kWh;Gevalideerd;
07-11-2025;00:00:00;08-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;771,139;kVArh;Gevalideerd;
07-11-2025;00:00:00;08-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;131,450;kVArh;Gevalideerd;
07-11-2025;00:00:00;08-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2161,225;kVArh;Gevalideerd;
08-11-2025;00:00:00;09-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
08-11-2025;00:00:00;09-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;498,025;kWh;Gevalideerd;
08-11-2025;00:00:00;09-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,740;kVArh;Gevalideerd;
08-11-2025;00:00:00;09-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;217,525;kVArh;Gevalideerd;
08-11-2025;00:00:00;09-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
09-11-2025;00:00:00;10-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
09-11-2025;00:00:00;10-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;509,575;kWh;Gevalideerd;
09-11-2025;00:00:00;10-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;1,464;kVArh;Gevalideerd;
09-11-2025;00:00:00;10-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;215,600;kVArh;Gevalideerd;
09-11-2025;00:00:00;10-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
10-11-2025;00:00:00;11-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;308,825;kWh;Gevalideerd;
10-11-2025;00:00:00;11-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;194,975;kWh;Gevalideerd;
10-11-2025;00:00:00;11-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,299;kVArh;Gevalideerd;
10-11-2025;00:00:00;11-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;213,675;kVArh;Gevalideerd;
10-11-2025;00:00:00;11-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-11-2025;00:00:00;12-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
11-11-2025;00:00:00;12-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;503,800;kWh;Gevalideerd;
11-11-2025;00:00:00;12-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,450;kVArh;Gevalideerd;
11-11-2025;00:00:00;12-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;215,325;kVArh;Gevalideerd;
11-11-2025;00:00:00;12-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
12-11-2025;00:00:00;13-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2657,050;kWh;Gevalideerd;
12-11-2025;00:00:00;13-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;555,775;kWh;Gevalideerd;
12-11-2025;00:00:00;13-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;708,168;kVArh;Gevalideerd;
12-11-2025;00:00:00;13-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;121,550;kVArh;Gevalideerd;
12-11-2025;00:00:00;13-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2092,200;kVArh;Gevalideerd;
13-11-2025;00:00:00;14-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2673,000;kWh;Gevalideerd;
13-11-2025;00:00:00;14-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;557,425;kWh;Gevalideerd;
13-11-2025;00:00:00;14-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;791,361;kVArh;Gevalideerd;
13-11-2025;00:00:00;14-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;118,250;kVArh;Gevalideerd;
13-11-2025;00:00:00;14-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2213,475;kVArh;Gevalideerd;
14-11-2025;00:00:00;15-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2661,450;kWh;Gevalideerd;
14-11-2025;00:00:00;15-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;558,800;kWh;Gevalideerd;
14-11-2025;00:00:00;15-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;809,617;kVArh;Gevalideerd;
14-11-2025;00:00:00;15-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;128,975;kVArh;Gevalideerd;
14-11-2025;00:00:00;15-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2224,475;kVArh;Gevalideerd;
15-11-2025;00:00:00;16-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
15-11-2025;00:00:00;16-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;421,025;kWh;Gevalideerd;
15-11-2025;00:00:00;16-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;33,869;kVArh;Gevalideerd;
15-11-2025;00:00:00;16-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;229,900;kVArh;Gevalideerd;
15-11-2025;00:00:00;16-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
16-11-2025;00:00:00;17-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
16-11-2025;00:00:00;17-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;493,625;kWh;Gevalideerd;
16-11-2025;00:00:00;17-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;14,887;kVArh;Gevalideerd;
16-11-2025;00:00:00;17-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;218,900;kVArh;Gevalideerd;
16-11-2025;00:00:00;17-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
17-11-2025;00:00:00;18-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2804,450;kWh;Gevalideerd;
17-11-2025;00:00:00;18-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;631,125;kWh;Gevalideerd;
17-11-2025;00:00:00;18-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;756,375;kVArh;Gevalideerd;
17-11-2025;00:00:00;18-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;125,950;kVArh;Gevalideerd;
17-11-2025;00:00:00;18-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2241,250;kVArh;Gevalideerd;
18-11-2025;00:00:00;19-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2815,175;kWh;Gevalideerd;
18-11-2025;00:00:00;19-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;537,625;kWh;Gevalideerd;
18-11-2025;00:00:00;19-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;706,620;kVArh;Gevalideerd;
18-11-2025;00:00:00;19-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;116,875;kVArh;Gevalideerd;
18-11-2025;00:00:00;19-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2158,200;kVArh;Gevalideerd;
19-11-2025;00:00:00;20-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2919,675;kWh;Gevalideerd;
19-11-2025;00:00:00;20-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;614,075;kWh;Gevalideerd;
19-11-2025;00:00:00;20-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;732,205;kVArh;Gevalideerd;
19-11-2025;00:00:00;20-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;108,350;kVArh;Gevalideerd;
19-11-2025;00:00:00;20-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2249,500;kVArh;Gevalideerd;
20-11-2025;00:00:00;21-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;3001,075;kWh;Gevalideerd;
20-11-2025;00:00:00;21-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;714,175;kWh;Gevalideerd;
20-11-2025;00:00:00;21-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;765,380;kVArh;Gevalideerd;
20-11-2025;00:00:00;21-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;77,825;kVArh;Gevalideerd;
20-11-2025;00:00:00;21-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2297,625;kVArh;Gevalideerd;
21-11-2025;00:00:00;22-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2898,500;kWh;Gevalideerd;
21-11-2025;00:00:00;22-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;653,125;kWh;Gevalideerd;
21-11-2025;00:00:00;22-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;706,809;kVArh;Gevalideerd;
21-11-2025;00:00:00;22-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;117,150;kVArh;Gevalideerd;
21-11-2025;00:00:00;22-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2181,300;kVArh;Gevalideerd;
22-11-2025;00:00:00;23-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
22-11-2025;00:00:00;23-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;689,975;kWh;Gevalideerd;
22-11-2025;00:00:00;23-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
22-11-2025;00:00:00;23-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;195,525;kVArh;Gevalideerd;
22-11-2025;00:00:00;23-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
23-11-2025;00:00:00;24-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
23-11-2025;00:00:00;24-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;658,350;kWh;Gevalideerd;
23-11-2025;00:00:00;24-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
23-11-2025;00:00:00;24-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;176,550;kVArh;Gevalideerd;
23-11-2025;00:00:00;24-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1,650;kVArh;Gevalideerd;
24-11-2025;00:00:00;25-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2928,475;kWh;Gevalideerd;
24-11-2025;00:00:00;25-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;605,550;kWh;Gevalideerd;
24-11-2025;00:00:00;25-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;737,533;kVArh;Gevalideerd;
24-11-2025;00:00:00;25-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;78,925;kVArh;Gevalideerd;
24-11-2025;00:00:00;25-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2234,375;kVArh;Gevalideerd;
25-11-2025;00:00:00;26-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2861,375;kWh;Gevalideerd;
25-11-2025;00:00:00;26-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;676,775;kWh;Gevalideerd;
25-11-2025;00:00:00;26-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;741,291;kVArh;Gevalideerd;
25-11-2025;00:00:00;26-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;96,525;kVArh;Gevalideerd;
25-11-2025;00:00:00;26-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2247,850;kVArh;Gevalideerd;
26-11-2025;00:00:00;27-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2841,300;kWh;Gevalideerd;
26-11-2025;00:00:00;27-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;659,725;kWh;Gevalideerd;
26-11-2025;00:00:00;27-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;793,687;kVArh;Gevalideerd;
26-11-2025;00:00:00;27-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;105,050;kVArh;Gevalideerd;
26-11-2025;00:00:00;27-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2283,875;kVArh;Gevalideerd;
27-11-2025;00:00:00;28-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2729,650;kWh;Gevalideerd;
27-11-2025;00:00:00;28-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;624,525;kWh;Gevalideerd;
27-11-2025;00:00:00;28-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;800,690;kVArh;Gevalideerd;
27-11-2025;00:00:00;28-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;113,300;kVArh;Gevalideerd;
27-11-2025;00:00:00;28-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2244,275;kVArh;Gevalideerd;
28-11-2025;00:00:00;29-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2769,525;kWh;Gevalideerd;
28-11-2025;00:00:00;29-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;616,825;kWh;Gevalideerd;
28-11-2025;00:00:00;29-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;784,376;kVArh;Gevalideerd;
28-11-2025;00:00:00;29-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;86,350;kVArh;Gevalideerd;
28-11-2025;00:00:00;29-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2229,425;kVArh;Gevalideerd;
29-11-2025;00:00:00;30-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
29-11-2025;00:00:00;30-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;583,825;kWh;Gevalideerd;
29-11-2025;00:00:00;30-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;1,936;kVArh;Gevalideerd;
29-11-2025;00:00:00;30-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;182,600;kVArh;Gevalideerd;
29-11-2025;00:00:00;30-11-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,275;kVArh;Gevalideerd;
30-11-2025;00:00:00;01-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
30-11-2025;00:00:00;01-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;541,200;kWh;Gevalideerd;
30-11-2025;00:00:00;01-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;0,608;kVArh;Gevalideerd;
30-11-2025;00:00:00;01-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;225,225;kVArh;Gevalideerd;
30-11-2025;00:00:00;01-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
01-12-2025;00:00:00;02-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2784,100;kWh;Gevalideerd;
01-12-2025;00:00:00;02-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;581,900;kWh;Gevalideerd;
01-12-2025;00:00:00;02-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;760,422;kVArh;Gevalideerd;
01-12-2025;00:00:00;02-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;128,700;kVArh;Gevalideerd;
01-12-2025;00:00:00;02-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2212,100;kVArh;Gevalideerd;
02-12-2025;00:00:00;03-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2772,000;kWh;Gevalideerd;
02-12-2025;00:00:00;03-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;607,750;kWh;Gevalideerd;
02-12-2025;00:00:00;03-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;762,243;kVArh;Gevalideerd;
02-12-2025;00:00:00;03-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;132,825;kVArh;Gevalideerd;
02-12-2025;00:00:00;03-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2233,275;kVArh;Gevalideerd;
03-12-2025;00:00:00;04-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2466,475;kWh;Gevalideerd;
03-12-2025;00:00:00;04-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;600,875;kWh;Gevalideerd;
03-12-2025;00:00:00;04-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;646,626;kVArh;Gevalideerd;
03-12-2025;00:00:00;04-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;131,725;kVArh;Gevalideerd;
03-12-2025;00:00:00;04-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1937,925;kVArh;Gevalideerd;
04-12-2025;00:00:00;05-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2791,800;kWh;Gevalideerd;
04-12-2025;00:00:00;05-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;583,825;kWh;Gevalideerd;
04-12-2025;00:00:00;05-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;727,541;kVArh;Gevalideerd;
04-12-2025;00:00:00;05-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;121,550;kVArh;Gevalideerd;
04-12-2025;00:00:00;05-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2200,000;kVArh;Gevalideerd;
05-12-2025;00:00:00;06-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2740,650;kWh;Gevalideerd;
05-12-2025;00:00:00;06-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;625,350;kWh;Gevalideerd;
05-12-2025;00:00:00;06-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;810,138;kVArh;Gevalideerd;
05-12-2025;00:00:00;06-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;123,750;kVArh;Gevalideerd;
05-12-2025;00:00:00;06-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;2284,700;kVArh;Gevalideerd;
06-12-2025;00:00:00;07-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
06-12-2025;00:00:00;07-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;500,225;kWh;Gevalideerd;
06-12-2025;00:00:00;07-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;2,165;kVArh;Gevalideerd;
06-12-2025;00:00:00;07-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;196,900;kVArh;Gevalideerd;
06-12-2025;00:00:00;07-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,275;kVArh;Gevalideerd;
07-12-2025;00:00:00;08-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;0,000;kWh;Gevalideerd;
07-12-2025;00:00:00;08-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;478,775;kWh;Gevalideerd;
07-12-2025;00:00:00;08-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;5,740;kVArh;Gevalideerd;
07-12-2025;00:00:00;08-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;198,825;kVArh;Gevalideerd;
07-12-2025;00:00:00;08-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;0,550;kVArh;Gevalideerd;
08-12-2025;00:00:00;09-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2249,225;kWh;Gevalideerd;
08-12-2025;00:00:00;09-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;594,000;kWh;Gevalideerd;
08-12-2025;00:00:00;09-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;694,891;kVArh;Gevalideerd;
08-12-2025;00:00:00;09-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Capacitief;120,450;kVArh;Gevalideerd;
08-12-2025;00:00:00;09-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Inductief;1899,975;kVArh;Gevalideerd;
09-12-2025;00:00:00;10-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Dag;2710,675;kWh;Gevalideerd;
09-12-2025;00:00:00;10-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Actief Nacht;591,800;kWh;Gevalideerd;
09-12-2025;00:00:00;10-12-2025;00:00:00;="541448860020554006";;AMR-meter;Afname Reactief;795,243;kVArh;Gevalideerd;
