,grid
2141,150.0
2142,150.0
2143,150.0
2144,150.0
2145,150.0
2146,150.0
2147,150.0
2148,150.0
2149,150.0
2150,150.0
2151,150.0
2152,150.0
2153,150.0
2154,150.0
2155,150.0
2156,150.0
2157,150.0
2158,150.0
2159,150.0
2160,150.0
2161,150.0
2162,150.0
2163,150.0
2164,150.0
2165,150.0
2166,150.0
2167,150.0
2168,150.0
2169,150.0
2170,150.0
2171,150.0
2172,150.0
2173,150.0
2174,150.0
2175,150.0
2176,150.0
2177,150.0
2178,150.0
2179,150.0
2180,150.0
2181,150.0
2182,150.0
2183,150.0
2184,150.0
2185,150.0
2186,150.0
2187,150.0
2188,150.0
2189,150.0
2190,150.0
2191,150.0
2192,150.0
2193,150.0
2194,150.0
2195,150.0
2196,80.0
2197,80.0
2198,80.0
2199,80.0
2200,80.0
2201,80.0
2202,80.0
2203,80.0
2204,80.0
2205,80.0
2206,80.0
2207,80.0
2208,80.0
2209,80.0
2210,80.0
2211,80.0
2212,80.0
2213,80.0
2214,80.0
2215,80.0
2216,80.0
2217,80.0
2218,80.0
2219,80.0
2220,80.0
2221,80.0
2222,80.0
2223,80.0
2224,80.0
2225,80.0
2226,80.0
2227,80.0
2228,80.0
2229,80.0
2230,80.0
2231,80.0
2232,80.0
2233,80.0
2234,80.0
2235,80.0
2236,150.0
2237,150.0
2238,150.0
2239,150.0
2240,150.0
2241,150.0
2242,150.0
2243,150.0
2244,150.0
2245,150.0
2246,150.0
2247,150.0
2248,150.0
2249,150.0
2250,150.0
2251,150.0
2252,150.0
2253,150.0
2254,150.0
2255,150.0
2256,150.0
2257,150.0
2258,150.0
2259,150.0
2260,150.0
2261,150.0
2262,150.0
2263,150.0
2264,150.0
2265,150.0
2266,150.0
2267,150.0
2268,150.0
2269,150.0
2270,150.0
2271,150.0
2272,150.0
2273,150.0
2274,150.0
2275,150.0
2276,150.0
2277,150.0
2278,150.0
2279,150.0
2280,150.0
2281,150.0
2282,150.0
2283,150.0
2284,150.0
2285,150.0
2286,150.0
2287,150.0
2288,150.0
2289,150.0
2290,150.0
2291,150.0
2292,80.0
2293,80.0
2294,80.0
2295,80.0
2296,80.0
2297,80.0
2298,80.0
2299,80.0
2300,80.0
2301,80.0
2302,80.0
2303,80.0
2304,80.0
2305,80.0
2306,80.0
2307,80.0
2308,80.0
2309,80.0
2310,80.0
2311,80.0
2312,80.0
2313,80.0
2314,80.0
2315,80.0
2316,80.0
2317,80.0
2318,80.0
2319,80.0
2320,80.0
2321,80.0
2322,80.0
2323,80.0
2324,80.0
2325,80.0
2326,80.0
2327,80.0
2328,80.0
2329,80.0
2330,80.0
2331,80.0
2332,150.0
2333,150.0
2334,150.0
2335,150.0
2336,150.0
2337,150.0
2338,150.0
2339,150.0
2340,150.0
2341,150.0
2342,150.0
2343,150.0
2344,150.0
2345,150.0
2346,150.0
2347,150.0
2348,150.0
2349,150.0
2350,150.0
2351,150.0
2352,150.0
2353,150.0
2354,150.0
2355,150.0
2356,150.0
2357,150.0
2358,150.0
2359,150.0
2360,150.0
2361,150.0
2362,150.0
2363,150.0
2364,150.0
2365,150.0
2366,150.0
2367,150.0
2368,150.0
2369,150.0
2370,150.0
2371,150.0
2372,150.0
2373,150.0
2374,150.0
2375,150.0
2376,150.0
2377,150.0
2378,150.0
2379,150.0
2380,150.0
2381,150.0
2382,150.0
2383,150.0
2384,150.0
2385,150.0
2386,150.0
2387,150.0
2388,80.0
2389,80.0
2390,80.0
2391,80.0
2392,80.0
2393,80.0
2394,80.0
2395,80.0
2396,80.0
2397,80.0
2398,80.0
2399,80.0
2400,80.0
2401,80.0
2402,80.0
2403,80.0
2404,80.0
2405,80.0
2406,80.0
2407,80.0
2408,80.0
2409,80.0
2410,80.0
2411,80.0
2412,80.0
2413,80.0
2414,80.0
2415,80.0
2416,80.0
2417,80.0
2418,80.0
2419,80.0
2420,80.0
2421,80.0
2422,80.0
2423,80.0
2424,80.0
2425,80.0
2426,80.0
2427,80.0
2428,150.0
2429,150.0
2430,150.0
2431,150.0
2432,150.0
2433,150.0
2434,150.0
2435,150.0
2436,150.0
2437,150.0
2438,150.0
2439,150.0
2440,150.0
2441,150.0
2442,150.0
2443,150.0
2444,150.0
2445,150.0
2446,150.0
2447,150.0
2448,150.0
2449,150.0
2450,150.0
2451,150.0
2452,150.0
2453,150.0
2454,150.0
2455,150.0
2456,150.0
2457,150.0
2458,150.0
2459,150.0
2460,150.0
2461,150.0
2462,150.0
2463,150.0
2464,150.0
2465,150.0
2466,150.0
2467,150.0
2468,150.0
2469,150.0
2470,150.0
2471,150.0
2472,150.0
2473,150.0
2474,150.0
2475,150.0
2476,150.0
2477,150.0
2478,150.0
2479,150.0
2480,150.0
2481,150.0
2482,150.0
2483,150.0
2484,80.0
2485,80.0
2486,80.0
2487,80.0
2488,80.0
2489,80.0
2490,80.0
2491,80.0
2492,80.0
2493,80.0
2494,80.0
2495,80.0
2496,80.0
2497,80.0
2498,80.0
2499,80.0
2500,80.0
2501,80.0
2502,80.0
2503,80.0
2504,80.0
2505,80.0
2506,80.0
2507,80.0
2508,80.0
2509,80.0
2510,80.0
2511,80.0
2512,80.0
2513,80.0
2514,80.0
2515,80.0
2516,80.0
2517,80.0
2518,80.0
2519,80.0
2520,80.0
2521,80.0
2522,80.0
2523,80.0
2524,150.0
2525,150.0
2526,150.0
2527,150.0
2528,150.0
2529,150.0
2530,150.0
2531,150.0
2532,150.0
2533,150.0
2534,150.0
2535,150.0
2536,150.0
2537,150.0
2538,150.0
2539,150.0
2540,150.0
2541,150.0
2542,150.0
2543,150.0
2544,150.0
2545,150.0
2546,150.0
2547,150.0
2548,150.0
2549,150.0
2550,150.0
2551,150.0
2552,150.0
2553,150.0
2554,150.0
2555,150.0
2556,150.0
2557,150.0
2558,150.0
2559,150.0
2560,150.0
2561,150.0
2562,150.0
2563,150.0
2564,150.0
2565,150.0
2566,150.0
2567,150.0
2568,150.0
2569,150.0
2570,150.0
2571,150.0
2572,150.0
2573,150.0
2574,150.0
2575,150.0
2576,150.0
2577,150.0
2578,150.0
2579,150.0
2580,80.0
2581,80.0
2582,80.0
2583,80.0
2584,80.0
2585,80.0
2586,80.0
2587,80.0
2588,80.0
2589,80.0
2590,80.0
2591,80.0
2592,80.0
2593,80.0
2594,80.0
2595,80.0
2596,80.0
2597,80.0
2598,80.0
2599,80.0
2600,80.0
2601,80.0
2602,80.0
2603,80.0
2604,80.0
2605,80.0
2606,80.0
2607,80.0
2608,80.0
2609,80.0
2610,80.0
2611,80.0
2612,80.0
2613,80.0
2614,80.0
2615,80.0
2616,80.0
2617,80.0
2618,80.0
2619,80.0
2620,150.0
2621,150.0
2622,150.0
2623,150.0
2624,150.0
2625,150.0
2626,150.0
2627,150.0
2628,150.0
2629,150.0
2630,150.0
2631,150.0
2632,150.0
2633,150.0
2634,150.0
2635,150.0
2636,150.0
2637,150.0
2638,150.0
2639,150.0
2640,150.0
2641,150.0
2642,150.0
2643,150.0
2644,150.0
2645,150.0
2646,150.0
2647,150.0
2648,150.0
2649,150.0
2650,150.0
2651,150.0
2652,150.0
2653,150.0
2654,150.0
2655,150.0
2656,150.0
2657,150.0
2658,150.0
2659,150.0
2660,150.0
2661,150.0
2662,150.0
2663,150.0
2664,150.0
2665,150.0
2666,150.0
2667,150.0
2668,150.0
2669,150.0
2670,150.0
2671,150.0
2672,150.0
2673,150.0
2674,150.0
2675,150.0
2676,80.0
2677,80.0
2678,80.0
2679,80.0
2680,80.0
2681,80.0
2682,80.0
2683,80.0
2684,80.0
2685,80.0
2686,80.0
2687,80.0
2688,80.0
2689,80.0
2690,80.0
2691,80.0
2692,80.0
2693,80.0
2694,80.0
2695,80.0
2696,80.0
2697,80.0
2698,80.0
2699,80.0
2700,80.0
2701,80.0
2702,80.0
2703,80.0
2704,80.0
2705,80.0
2706,80.0
2707,80.0
2708,80.0
2709,80.0
2710,80.0
2711,80.0
2712,80.0
2713,80.0
2714,80.0
2715,80.0
2716,150.0
2717,150.0
2718,150.0
2719,150.0
2720,150.0
2721,150.0
2722,150.0
2723,150.0
2724,150.0
2725,150.0
2726,150.0
2727,150.0
2728,150.0
2729,150.0
2730,150.0
2731,150.0
2732,150.0
2733,150.0
2734,150.0
2735,150.0
2736,150.0
2737,150.0
2738,150.0
2739,150.0
2740,150.0
2741,150.0
2742,150.0
2743,150.0
2744,150.0
2745,150.0
2746,150.0
2747,150.0
2748,150.0
2749,150.0
2750,150.0
2751,150.0
2752,150.0
2753,150.0
2754,150.0
2755,150.0
2756,150.0
2757,150.0
2758,150.0
2759,150.0
2760,150.0
2761,150.0
2762,150.0
2763,150.0
2764,150.0
2765,150.0
2766,150.0
2767,150.0
2768,150.0
2769,150.0
2770,150.0
2771,150.0
2772,80.0
2773,80.0
2774,80.0
2775,80.0
2776,80.0
2777,80.0
2778,80.0
2779,80.0
2780,80.0
2781,80.0
2782,80.0
2783,80.0
2784,80.0
2785,80.0
2786,80.0
2787,80.0
2788,80.0
2789,80.0
2790,80.0
2791,80.0
2792,80.0
2793,80.0
2794,80.0
2795,80.0
2796,80.0
2797,80.0
2798,80.0
2799,80.0
2800,80.0
2801,80.0
2802,80.0
2803,80.0
2804,80.0
2805,80.0
2806,80.0
2807,80.0
2808,80.0
2809,80.0
2810,80.0
2811,80.0
2812,150.0
2813,150.0
2814,150.0
2815,150.0
2816,150.0
2817,150.0
2818,150.0
2819,150.0
2820,150.0
2821,150.0
2822,150.0
2823,150.0
2824,150.0
2825,150.0
2826,150.0
2827,150.0
2828,150.0
2829,150.0
2830,150.0
2831,150.0
2832,150.0
2833,150.0
2834,150.0
2835,150.0
2836,150.0
2837,150.0
2838,150.0
2839,150.0
2840,150.0
2841,150.0
2842,150.0
2843,150.0
2844,150.0
2845,150.0
2846,150.0
2847,150.0
2848,150.0
2849,150.0
2850,150.0
2851,150.0
2852,150.0
2853,150.0
2854,150.0
2855,150.0
2856,150.0
2857,150.0
2858,150.0
2859,150.0
2860,150.0
2861,150.0
2862,150.0
2863,150.0
2864,150.0
2865,150.0
2866,150.0
2867,150.0
2868,80.0
2869,80.0
2870,80.0
2871,80.0
2872,80.0
2873,80.0
2874,80.0
2875,80.0
2876,80.0
2877,80.0
2878,80.0
2879,80.0
2880,80.0
2881,80.0
2882,80.0
2883,80.0
2884,80.0
2885,80.0
2886,80.0
2887,80.0
2888,80.0
2889,80.0
2890,80.0
2891,80.0
2892,80.0
2893,80.0
2894,80.0
2895,80.0
2896,80.0
2897,80.0
2898,80.0
2899,80.0
2900,80.0
2901,80.0
2902,80.0
2903,80.0
2904,80.0
2905,80.0
2906,80.0
2907,80.0
2908,150.0
2909,150.0
2910,150.0
2911,150.0
2912,150.0
2913,150.0
2914,150.0
2915,150.0
2916,150.0
2917,150.0
2918,150.0
2919,150.0
2920,150.0
2921,150.0
2922,150.0
2923,150.0
2924,150.0
2925,150.0
2926,150.0
2927,150.0
2928,150.0
2929,150.0
2930,150.0
2931,150.0
2932,150.0
2933,150.0
2934,150.0
2935,150.0
2936,150.0
2937,150.0
2938,150.0
2939,150.0
2940,150.0
2941,150.0
2942,150.0
2943,150.0
2944,150.0
2945,150.0
2946,150.0
2947,150.0
2948,150.0
2949,150.0
2950,150.0
2951,150.0
2952,150.0
2953,150.0
2954,150.0
2955,150.0
2956,150.0
2957,150.0
2958,150.0
2959,150.0
2960,150.0
2961,150.0
2962,150.0
2963,150.0
2964,80.0
2965,80.0
2966,80.0
2967,80.0
2968,80.0
2969,80.0
2970,80.0
2971,80.0
2972,80.0
2973,80.0
2974,80.0
2975,80.0
